theta,unregulated_barrier,sber_style_barrier
4.860339736615872042e+00,1.926496445460902596e+00,1.837616592169597940e+00
4.872931290337675136e+00,1.849382408488813967e+00,1.755393012973019307e+00
4.885522844059477343e+00,1.778817391900205047e+00,1.679990661904552152e+00
4.898114397781280438e+00,1.713935638968646202e+00,1.610449591741115460e+00
4.910705951503083533e+00,1.654042376599162978e+00,1.546004845050783283e+00
4.923297505224885739e+00,1.598571681258004862e+00,1.486037033052600043e+00
4.935889058946688834e+00,1.547056582766585864e+00,1.430037647290258063e+00
4.948480612668491929e+00,1.499107374033647355e+00,1.377584129150758452e+00
4.961072166390294136e+00,1.454395564249265194e+00,1.328321578211403731e+00
4.973663720112097231e+00,1.412641800635093148e+00,1.281949084941966799e+00
4.986255273833899437e+00,1.373606636573232453e+00,1.238209352245191575e+00
4.998846827555702532e+00,1.337083377556424812e+00,1.196880699720522578e+00
5.011438381277505627e+00,1.302892468139801974e+00,1.157770823057330256e+00
5.024029934999307834e+00,1.270877038243894086e+00,1.120711865745777303e+00
5.036621488721110929e+00,1.240899333096284085e+00,1.085556485400726912e+00
5.049213042442914023e+00,1.212837824709438461e+00,1.052174683268614519e+00
5.061804596164716230e+00,1.186584854766475905e+00,1.020451225984263299e+00
5.074396149886519325e+00,1.162044696026670154e+00,9.902835317181011288e-01
5.086987703608322420e+00,1.139131946407072604e+00,9.615799239538405097e-01
5.099579257330124626e+00,1.117770189782470114e+00,9.342581788817250210e-01
5.112170811051927721e+00,1.097890872336947155e+00,9.082443092263503548e-01
5.124762364773730816e+00,1.079432354419597173e+00,8.834715399247825562e-01
5.137353918495533023e+00,1.062339106299266867e+00,8.598794405937520979e-01
5.149945472217336118e+00,1.046561022682744424e+00,8.374131869931669137e-01
5.162537025939138324e+00,1.032052835861558160e+00,8.160229292904196408e-01
5.175128579660941419e+00,1.018773611249498057e+00,7.956632492763535680e-01
5.187720133382744514e+00,1.006686312133211914e+00,7.762926920856719759e-01
5.200311687104546721e+00,9.957574228785659454e-01,7.578733606567218395e-01
5.212903240826349816e+00,9.859566217629984752e-01,7.403705632954261651e-01
5.225494794548152910e+00,9.772564961490790569e-01,7.237525064105262418e-01
5.238086348269955117e+00,9.696322939604422597e-01,7.079900258566845794e-01
5.250677901991758212e+00,9.630617064321609355e-01,6.930563514303814676e-01
5.263269455713561307e+00,9.575246779323556279e-01,6.789268999658560899e-01
5.275861009435363513e+00,9.530032393284515457e-01,6.655790932171414820e-01
5.288452563157166608e+00,9.494813619295969787e-01,6.529921973207158947e-01
5.301044116878969703e+00,9.469448294995016502e-01,6.411471811371576290e-01
5.313635670600771910e+00,9.453811262196712972e-01,6.300265911899313176e-01
5.326227224322575005e+00,9.447793388062570852e-01,6.196144412712599747e-01
5.338818778044377211e+00,9.451300712560507522e-01,6.098961150817860943e-01
5.351410331766180306e+00,9.464253709279024651e-01,6.008582805228669388e-01
5.364001885487983401e+00,9.486586648625030538e-01,5.924888144763390541e-01
5.376593439209785608e+00,9.518247054121768969e-01,5.847767370932707154e-01
5.389184992931588702e+00,9.559195243980830314e-01,5.777121547764351162e-01
5.401776546653391797e+00,9.609403951390858012e-01,5.712862111857304193e-01
5.414368100375194004e+00,9.668858018080119798e-01,5.654910457256938638e-01
5.426959654096997099e+00,9.737554156698373653e-01,5.603197590932484928e-01
5.439551207818800194e+00,9.815500778449830488e-01,5.557663855751049375e-01
5.452142761540602400e+00,9.902717883214348094e-01,5.518258718908247706e-01
5.464734315262405495e+00,9.999237010135344494e-01,5.484940624824097277e-01
5.477325868984208590e+00,1.010510124734679493e+00,5.457676912573072858e-01
5.489917422706010797e+00,1.022036530017170763e+00,5.436443799019818890e-01
5.502508976427813892e+00,1.034509561776364439e+00,5.421226430011228947e-01
5.515100530149616098e+00,1.047937057879343437e+00,5.412019003268607742e-01
5.527692083871419193e+00,1.062328073741715562e+00,5.408824968075058859e-01
5.540283637593222288e+00,1.077692913140992248e+00,5.411657308515960274e-01
5.552875191315024495e+00,1.094043165502585957e+00,5.420538918968126341e-01
5.565466745036827589e+00,1.111391749985970012e+00,5.435503082826088628e-01
5.578058298758630684e+00,1.129752966775357415e+00,5.456594068200788517e-01
5.590649852480432891e+00,1.149142556062945575e+00,5.483867857653454969e-01
5.603241406202235986e+00,1.169577765304879780e+00,5.517393033096176236e-01
5.615832959924039081e+00,1.191077425432643944e+00,5.557251842008652520e-01
5.628424513645841287e+00,1.213662036817805046e+00,5.603541477357543155e-01
5.641016067367644382e+00,1.237353865918400908e+00,5.656375611413385629e-01
5.653607621089447477e+00,1.262177053683894767e+00,5.715886233505717007e-01
5.666199174811249684e+00,1.288157736966180522e+00,5.782225854257615483e-01
5.678790728533052778e+00,1.315324184380788797e+00,5.855570154823119822e-01
5.691382282254854985e+00,1.343706948290503522e+00,5.936121180229774197e-01
5.703973835976658080e+00,1.373339034849423435e+00,6.024111202621097449e-01
5.716565389698461175e+00,1.404256094356444162e+00,6.119807415079872026e-01
5.729156943420263381e+00,1.436496634532905770e+00,6.223517662674202811e-01
5.741748497142066476e+00,1.470102259770876163e+00,6.335597478431692631e-01
5.754340050863869571e+00,1.505117939910486591e+00,6.456458773803221973e-01
5.766931604585671778e+00,1.541592312714558544e+00,6.586580643957360426e-01
5.779523158307474873e+00,1.579578024937993819e+00,6.726522899702237490e-01
5.792114712029277968e+00,1.619132117765664791e+00,6.876943147179269689e-01
5.804706265751080174e+00,1.660316463450250524e+00,7.038618529274123237e-01
5.817297819472883269e+00,1.703198261264107005e+00,7.212473657477861400e-01
5.829889373194686364e+00,1.747850602442559076e+00,7.399616858746080883e-01
5.842480926916488571e+00,1.794353115711303515e+00,7.601387730834384682e-01
5.855072480638291665e+00,1.842792707349544923e+00,7.819420288093364979e-01
5.867664034360093872e+00,1.893264412662641449e+00,8.055727925778505272e-01
5.880255588081896967e+00,1.945872379379629979e+00,8.312819430595674852e-01
5.892847141803700062e+00,2.000731008057247795e+00,8.593859995111327033e-01
5.905438695525502268e+00,2.057966280336895881e+00,8.902898844695983360e-01
5.918030249247305363e+00,2.117717313229614540e+00,9.245197824958903965e-01
5.930621802969108458e+00,2.180138186991342319e+00,9.627717221576749251e-01
5.943213356690910665e+00,2.245400106270937002e+00,1.005985428172172291e+00
5.955804910412713760e+00,2.313693969995404665e+00,1.055460317933078151e+00
5.968396464134516854e+00,2.385233446194723772e+00,1.113044956414878772e+00
5.980988017856319061e+00,2.460258675485387680e+00,1.181461609328768425e+00
5.993579571578122156e+00,2.539040763826269309e+00,1.264896415518645290e+00
6.006171125299925251e+00,2.621887275189509925e+00,1.370158471128042565e+00
6.018762679021727457e+00,2.709149003459308869e+00,1.509204834178597077e+00
6.031354232743530552e+00,2.801228398379690621e+00,1.705519403414454516e+00
6.043945786465332759e+00,2.898590155128179635e+00,2.014460601097869841e+00
6.056537340187135854e+00,3.001774670227411956e+00,2.624720419316348252e+00
6.069128893908938949e+00,3.111415348109800583e+00,4.941325229167493838e+00
6.081720447630741155e+00,3.228261161096549703e+00,2.158237093645625215e+00
6.094312001352544250e+00,3.353206500515273802e+00,1.306871127477987615e+00
6.106903555074347345e+00,3.487331342966975889e+00,6.792130297352927393e-01
6.119495108796149552e+00,3.631956328403048495e+00,1.081645246007882505e-01
6.132086662517952647e+00,3.788719929571302991e+00,-4.816425375699698308e-01
6.144678216239755741e+00,3.959689279868232159e+00,-1.161392322192519089e+00
6.157269769961557948e+00,4.147523973975841827e+00,-2.053455482038808455e+00
6.169861323683361043e+00,4.355726466735126756e+00,-3.523491259942761911e+00
6.182452877405164138e+00,4.589040575552575163e+00,-1.016710415766771369e+01
6.195044431126966344e+00,4.854117483186096038e+00,-3.430484627994017988e+00
6.207635984848769439e+00,5.160698618048477293e+00,-2.086266979199532301e+00
6.220227538570571646e+00,5.523886786229886603e+00,-1.287001848256353442e+00
6.232819092292374741e+00,5.968983907582613213e+00,-7.122409745829690886e-01
6.245410646014177836e+00,6.543422777902278220e+00,-2.612056510081509075e-01
6.258002199735980042e+00,7.353692226304239909e+00,1.100851659346032962e-01
6.270593753457783137e+00,8.739590183739782248e+00,4.240635832418308548e-01
6.283185307179586232e+00,3.453877639491068408e+01,6.931471805599587199e-01
